cell_id,nhit_bin,predE_bin,r_opt_deg,sigma_deg,containment_r_opt,N_on,B_on,N_off,alpha,excess,excess_err_stat,excess_err_conservative,known_b_sigma,li_ma_sigma,background_mode,background_form,statistic_kind,statistic_note
11,"[125,200)","[5,6)",2.265471935272217,1.4338430166244507,0.11356125771999359,59,99.28482101642764,nan,nan,-40.28482101642764,7.681145747868608,12.581129560434057,-4.3767478647158855,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
12,"[125,200)",>=6,1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
13,"[200,300)","[2,2.5)",0.6385640501976013,0.4041544497013092,0.5630002617835999,792,558.6119151417124,nan,nan,233.38808485828758,28.142494558940577,36.750672308703585,9.284846838726727,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
14,"[200,300)","[2.5,3)",0.5542443990707397,0.35078760981559753,0.64971524477005,10510,8063.048695781249,nan,nan,2446.951304218751,102.51829105091443,136.28297287548892,26.021962765879437,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
15,"[200,300)","[3,3.25)",0.5468682050704956,0.34611910581588745,0.702869176864624,4457,3054.242916298109,nan,nan,1402.7570837018911,66.76076692189807,86.66742707787112,23.737733365385676,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
16,"[200,300)","[3.25,3.5)",0.72874516248703,0.4612311124801636,0.6853578090667725,2918,2326.62977858909,nan,nan,591.3702214109098,54.01851534427802,72.41981620101704,11.789116921334776,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
17,"[200,300)","[3.5,3.75)",1.0330716371536255,0.6538428068161011,0.6527048945426941,2441,1941.0854659134725,nan,nan,499.9145340865275,49.4064773081425,66.19732219594289,10.90560770714292,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
18,"[200,300)","[3.75,4.0)",1.3009943962097168,0.8234142065048218,0.6388174891471863,1846,1299.7191272601517,nan,nan,546.2808727398483,42.96510211788167,56.08671079016982,14.242934714493042,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
19,"[200,300)","[4.0,4.25)",1.526131510734558,0.965906023979187,0.5858429074287415,1065,720.0236054694769,nan,nan,344.97639453052307,32.63433774416144,42.24953970719062,11.992804680335144,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
20,"[200,300)","[4.25,4.5)",1.7472426891326904,1.1058497428894043,0.5253807306289673,460,387.720727202619,nan,nan,72.279272797381,21.447610589527216,29.115644028642386,3.5647361665046247,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
21,"[200,300)","[4.5,4.75)",1.9039727449417114,1.2050460577011108,0.44638746976852417,168,175.71196750169543,nan,nan,-7.711967501695426,12.96148139681572,18.539470529162784,-0.5861232109276855,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
22,"[200,300)","[4.75,5.0)",2.1119091510772705,1.3366514444351196,0.35407647490501404,61,48.721994318786635,nan,nan,12.278005681213365,7.810249675906654,10.4748266963605,1.6919432999073762,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
23,"[200,300)","[5,6)",2.2743749618530273,1.439477801322937,0.1962374895811081,35,26.654963854808067,nan,nan,8.345036145191933,5.916079783099616,7.852067489190861,1.541432586059551,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
24,"[200,300)",>=6,1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
25,"[300,500)","[2,2.5)",1.5800000429153442,1.0,0.7129790186882019,17,16.09544635624667,nan,nan,0.9045536437533315,4.123105625617661,5.752864187189427,0.22340302918254965,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
26,"[300,500)","[2.5,3)",0.4214111268520355,0.2667159140110016,0.5843835473060608,1834,949.5708691528525,nan,nan,884.4291308471475,42.82522621072771,52.759557135677824,25.408315891981452,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
27,"[300,500)","[3,3.25)",0.39609426259994507,0.25069257616996765,0.6196183562278748,3067,1490.2521433497482,nan,nan,1576.7478566502518,55.380501984001555,67.50742287593081,35.68958856267559,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
28,"[300,500)","[3.25,3.5)",0.4156150817871094,0.2630475163459778,0.7103378176689148,1706,851.5580776600565,nan,nan,854.4419223399435,41.30375285612676,50.5723054414178,25.7275514796846,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
29,"[300,500)","[3.5,3.75)",0.6477468013763428,0.4099663496017456,0.7223257422447205,1088,610.0835700288637,nan,nan,477.91642997113627,32.984845004941285,41.20780957572076,17.40644086636866,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
30,"[300,500)","[3.75,4.0)",0.9900724291801453,0.6266281008720398,0.6642460227012634,891,536.9471529856024,nan,nan,354.05284701439757,29.8496231131986,37.788188008762766,13.941981543569256,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
